Indicador,IndicadorDetalhe,Data,DataReferencia,Mediana,ano_ref,indicador_norm,detalhe_norm
Conta corrente,,2025-11-19,2029,-61.179,2029,conta corrente,
Conta corrente,,2025-11-19,2025,-72.1,2025,conta corrente,
Conta corrente,,2025-11-19,2026,-64.9,2026,conta corrente,
Conta corrente,,2025-11-19,2027,-60.2,2027,conta corrente,
Conta corrente,,2025-11-19,2028,-60.0,2028,conta corrente,
Conta corrente,,2025-11-19,2029,-65.0,2029,conta corrente,
Dívida bruta do governo geral,,2025-11-19,2025,79.55,2025,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2026,83.8,2026,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2027,87.1,2027,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2028,89.15,2028,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2029,90.685,2029,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2030,92.0,2030,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2031,92.4,2031,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2032,93.3,2032,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2033,94.4,2033,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2034,94.0,2034,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2025,79.9,2025,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2026,84.3,2026,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2027,86.4,2027,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2028,88.675,2028,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2029,90.835,2029,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2030,91.9,2030,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2031,95.04,2031,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2032,96.1,2032,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2033,96.85,2033,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-11-19,2034,97.55,2034,divida bruta do governo geral,
Dívida líquida do setor público,,2025-11-19,2025,65.8262,2025,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2026,70.1028,2026,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2027,73.8,2027,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2028,76.0,2028,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2029,77.7,2029,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2030,79.0,2030,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2031,79.29,2031,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2032,80.1,2032,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2033,81.0,2033,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2034,81.1,2034,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2025,66.25,2025,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2026,70.5,2026,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2027,74.4,2027,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2028,77.15,2028,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2029,79.8,2029,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2030,81.965,2030,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2031,85.0,2031,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2032,87.0,2032,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2033,88.92,2033,divida liquida do setor publico,
Dívida líquida do setor público,,2025-11-19,2034,90.72,2034,divida liquida do setor publico,
IGP-M,,2025-11-19,2025,-0.4019,2025,igp-m,
IGP-M,,2025-11-19,2026,4.0155,2026,igp-m,
IGP-M,,2025-11-19,2027,4.0,2027,igp-m,
IGP-M,,2025-11-19,2028,3.83,2028,igp-m,
IGP-M,,2025-11-19,2029,3.7,2029,igp-m,
IGP-M,,2025-11-19,2025,-0.508,2025,igp-m,
IGP-M,,2025-11-19,2026,4.0205,2026,igp-m,
IGP-M,,2025-11-19,2027,4.0,2027,igp-m,
IGP-M,,2025-11-19,2028,3.955,2028,igp-m,
IGP-M,,2025-11-19,2029,4.0,2029,igp-m,
Investimento direto no país,,2025-11-19,2025,70.5,2025,investimento direto no pais,
Investimento direto no país,,2025-11-19,2026,70.0,2026,investimento direto no pais,
Investimento direto no país,,2025-11-19,2027,71.7,2027,investimento direto no pais,
Investimento direto no país,,2025-11-19,2028,75.0,2028,investimento direto no pais,
Investimento direto no país,,2025-11-19,2029,76.5,2029,investimento direto no pais,
Investimento direto no país,,2025-11-19,2025,73.1,2025,investimento direto no pais,
Investimento direto no país,,2025-11-19,2026,70.8,2026,investimento direto no pais,
Investimento direto no país,,2025-11-19,2027,71.4,2027,investimento direto no pais,
Investimento direto no país,,2025-11-19,2028,74.85,2028,investimento direto no pais,
Investimento direto no país,,2025-11-19,2029,77.55,2029,investimento direto no pais,
IPCA,,2025-11-19,2025,4.462,2025,ipca,
IPCA,,2025-11-19,2026,4.18,2026,ipca,
IPCA,,2025-11-19,2027,3.8,2027,ipca,
IPCA,,2025-11-19,2028,3.5,2028,ipca,
IPCA,,2025-11-19,2029,3.5,2029,ipca,
IPCA,,2025-11-19,2025,4.4516,2025,ipca,
IPCA,,2025-11-19,2026,4.1663,2026,ipca,
IPCA,,2025-11-19,2027,3.7,2027,ipca,
IPCA,,2025-11-19,2028,3.5,2028,ipca,
IPCA,,2025-11-19,2029,3.5,2029,ipca,
IPCA Administrados,,2025-11-19,2025,5.0678,2025,ipca administrados,
IPCA Administrados,,2025-11-19,2026,3.8502,2026,ipca administrados,
IPCA Administrados,,2025-11-19,2027,3.7,2027,ipca administrados,
IPCA Administrados,,2025-11-19,2028,3.6,2028,ipca administrados,
IPCA Administrados,,2025-11-19,2029,3.5,2029,ipca administrados,
IPCA Administrados,,2025-11-19,2025,5.1,2025,ipca administrados,
IPCA Administrados,,2025-11-19,2026,3.9472,2026,ipca administrados,
IPCA Administrados,,2025-11-19,2027,3.625,2027,ipca administrados,
IPCA Administrados,,2025-11-19,2028,3.5,2028,ipca administrados,
IPCA Administrados,,2025-11-19,2029,3.5,2029,ipca administrados,
IPCA Alimentação no domicílio,,2025-11-19,2025,2.8772,2025,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-11-19,2026,4.8373,2026,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-11-19,2027,4.0,2027,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-11-19,2028,4.0,2028,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-11-19,2029,3.85,2029,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-11-19,2025,2.6527,2025,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-11-19,2026,4.8317,2026,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-11-19,2027,4.1,2027,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-11-19,2028,3.7062,2028,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-11-19,2029,3.5,2029,ipca alimentacao no domicilio,
IPCA Bens industrializados,,2025-11-19,2025,2.5466,2025,ipca bens industrializados,
IPCA Bens industrializados,,2025-11-19,2026,2.6508,2026,ipca bens industrializados,
IPCA Bens industrializados,,2025-11-19,2027,2.9,2027,ipca bens industrializados,
IPCA Bens industrializados,,2025-11-19,2028,3.0,2028,ipca bens industrializados,
IPCA Bens industrializados,,2025-11-19,2029,3.0,2029,ipca bens industrializados,
IPCA Bens industrializados,,2025-11-19,2025,2.58,2025,ipca bens industrializados,
IPCA Bens industrializados,,2025-11-19,2026,2.7165,2026,ipca bens industrializados,
IPCA Bens industrializados,,2025-11-19,2027,3.0,2027,ipca bens industrializados,
IPCA Bens industrializados,,2025-11-19,2028,3.0,2028,ipca bens industrializados,
IPCA Bens industrializados,,2025-11-19,2029,3.0,2029,ipca bens industrializados,
IPCA Livres,,2025-11-19,2025,4.215,2025,ipca livres,
IPCA Livres,,2025-11-19,2026,4.3056,2026,ipca livres,
IPCA Livres,,2025-11-19,2027,3.9,2027,ipca livres,
IPCA Livres,,2025-11-19,2028,3.7,2028,ipca livres,
IPCA Livres,,2025-11-19,2029,3.6,2029,ipca livres,
IPCA Livres,,2025-11-19,2025,4.2147,2025,ipca livres,
IPCA Livres,,2025-11-19,2026,4.3056,2026,ipca livres,
IPCA Livres,,2025-11-19,2027,3.75,2027,ipca livres,
IPCA Livres,,2025-11-19,2028,3.5,2028,ipca livres,
IPCA Livres,,2025-11-19,2029,3.5,2029,ipca livres,
IPCA Serviços,,2025-11-19,2025,5.8693,2025,ipca servicos,
IPCA Serviços,,2025-11-19,2026,5.1754,2026,ipca servicos,
IPCA Serviços,,2025-11-19,2027,4.5,2027,ipca servicos,
IPCA Serviços,,2025-11-19,2028,4.0,2028,ipca servicos,
IPCA Serviços,,2025-11-19,2029,4.0,2029,ipca servicos,
IPCA Serviços,,2025-11-19,2025,5.9,2025,ipca servicos,
IPCA Serviços,,2025-11-19,2026,5.1713,2026,ipca servicos,
IPCA Serviços,,2025-11-19,2027,4.3,2027,ipca servicos,
IPCA Serviços,,2025-11-19,2028,3.94,2028,ipca servicos,
IPCA Serviços,,2025-11-19,2029,3.655,2029,ipca servicos,
PIB Agropecuária,,2025-11-19,2025,8.0,2025,pib agropecuaria,
PIB Agropecuária,,2025-11-19,2026,2.5,2026,pib agropecuaria,
PIB Agropecuária,,2025-11-19,2027,2.8,2027,pib agropecuaria,
PIB Agropecuária,,2025-11-19,2028,2.73,2028,pib agropecuaria,
PIB Agropecuária,,2025-11-19,2029,2.7,2029,pib agropecuaria,
PIB Agropecuária,,2025-11-19,2025,7.9,2025,pib agropecuaria,
PIB Agropecuária,,2025-11-19,2026,2.1,2026,pib agropecuaria,
PIB Agropecuária,,2025-11-19,2027,2.65,2027,pib agropecuaria,
PIB Agropecuária,,2025-11-19,2028,2.65,2028,pib agropecuaria,
PIB Agropecuária,,2025-11-19,2029,2.5,2029,pib agropecuaria,
PIB Despesa de consumo da administração pública,,2025-11-19,2025,1.1,2025,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-11-19,2026,1.7,2026,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-11-19,2027,1.2,2027,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-11-19,2028,1.5,2028,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-11-19,2029,1.5,2029,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-11-19,2025,1.1,2025,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-11-19,2026,1.8,2026,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-11-19,2027,1.1,2027,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-11-19,2028,1.4,2028,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-11-19,2029,1.45,2029,pib despesa de consumo da administracao publica,
PIB Despesa de consumo das famílias,,2025-11-19,2025,2.1,2025,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-11-19,2026,2.0,2026,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-11-19,2027,2.0,2027,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-11-19,2028,2.0,2028,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-11-19,2029,2.0,2029,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-11-19,2025,2.07,2025,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-11-19,2026,2.03,2026,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-11-19,2027,1.6,2027,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-11-19,2028,1.7,2028,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-11-19,2029,1.9,2029,pib despesa de consumo das familias,
PIB Exportação de bens e serviços,,2025-11-19,2025,3.2,2025,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-11-19,2026,3.2,2026,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-11-19,2027,3.0,2027,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-11-19,2028,3.0,2028,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-11-19,2029,3.0,2029,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-11-19,2025,3.2,2025,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-11-19,2026,2.85,2026,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-11-19,2027,2.5,2027,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-11-19,2028,2.0,2028,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-11-19,2029,2.25,2029,pib exportacao de bens e servicos,
PIB Formação Bruta de Capital Fixo,,2025-11-19,2025,3.6,2025,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-11-19,2026,1.2,2026,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-11-19,2027,1.92,2027,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-11-19,2028,2.0,2028,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-11-19,2029,2.0,2029,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-11-19,2025,3.6,2025,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-11-19,2026,1.1,2026,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-11-19,2027,1.8,2027,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-11-19,2028,1.9,2028,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-11-19,2029,2.0,2029,pib formacao bruta de capital fixo,
PIB Importação de bens e serviços,,2025-11-19,2025,5.4,2025,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-11-19,2026,2.5,2026,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-11-19,2027,2.5,2027,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-11-19,2028,2.5,2028,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-11-19,2029,2.5,2029,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-11-19,2025,5.7,2025,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-11-19,2026,2.5,2026,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-11-19,2027,2.0,2027,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-11-19,2028,2.0,2028,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-11-19,2029,2.0,2029,pib importacao de bens e servicos,
PIB Indústria,,2025-11-19,2025,1.4,2025,pib industria,
PIB Indústria,,2025-11-19,2026,1.4,2026,pib industria,
PIB Indústria,,2025-11-19,2027,1.8,2027,pib industria,
PIB Indústria,,2025-11-19,2028,2.0,2028,pib industria,
PIB Indústria,,2025-11-19,2029,2.0,2029,pib industria,
PIB Indústria,,2025-11-19,2025,1.385,2025,pib industria,
PIB Indústria,,2025-11-19,2026,1.495,2026,pib industria,
PIB Indústria,,2025-11-19,2027,1.65,2027,pib industria,
PIB Indústria,,2025-11-19,2028,1.8,2028,pib industria,
PIB Indústria,,2025-11-19,2029,1.94,2029,pib industria,
PIB Serviços,,2025-11-19,2025,1.9,2025,pib servicos,
PIB Serviços,,2025-11-19,2026,1.8,2026,pib servicos,
PIB Serviços,,2025-11-19,2027,2.0,2027,pib servicos,
PIB Serviços,,2025-11-19,2028,2.0,2028,pib servicos,
PIB Serviços,,2025-11-19,2029,2.0,2029,pib servicos,
PIB Serviços,,2025-11-19,2025,1.9,2025,pib servicos,
PIB Serviços,,2025-11-19,2026,1.85,2026,pib servicos,
PIB Serviços,,2025-11-19,2027,1.75,2027,pib servicos,
PIB Serviços,,2025-11-19,2028,1.7,2028,pib servicos,
PIB Serviços,,2025-11-19,2029,1.87,2029,pib servicos,
PIB Total,,2025-11-19,2025,2.16,2025,pib total,
PIB Total,,2025-11-19,2026,1.7732,2026,pib total,
PIB Total,,2025-11-19,2027,1.9,2027,pib total,
PIB Total,,2025-11-19,2028,2.0,2028,pib total,
PIB Total,,2025-11-19,2029,2.0,2029,pib total,
PIB Total,,2025-11-19,2025,2.1599,2025,pib total,
PIB Total,,2025-11-19,2026,1.7666,2026,pib total,
PIB Total,,2025-11-19,2027,1.81,2027,pib total,
PIB Total,,2025-11-19,2028,2.0,2028,pib total,
PIB Total,,2025-11-19,2029,2.0,2029,pib total,
Resultado nominal,,2025-11-19,2025,-8.5,2025,resultado nominal,
Resultado nominal,,2025-11-19,2026,-8.68,2026,resultado nominal,
Resultado nominal,,2025-11-19,2027,-7.6,2027,resultado nominal,
Resultado nominal,,2025-11-19,2028,-7.0,2028,resultado nominal,
Resultado nominal,,2025-11-19,2029,-6.5,2029,resultado nominal,
Resultado nominal,,2025-11-19,2030,-6.07,2030,resultado nominal,
Resultado nominal,,2025-11-19,2031,-6.0,2031,resultado nominal,
Resultado nominal,,2025-11-19,2032,-5.9,2032,resultado nominal,
Resultado nominal,,2025-11-19,2033,-5.71,2033,resultado nominal,
Resultado nominal,,2025-11-19,2034,-5.6,2034,resultado nominal,
Resultado nominal,,2025-11-19,2025,-8.5,2025,resultado nominal,
Resultado nominal,,2025-11-19,2026,-8.5,2026,resultado nominal,
Resultado nominal,,2025-11-19,2027,-7.7,2027,resultado nominal,
Resultado nominal,,2025-11-19,2028,-7.0,2028,resultado nominal,
Resultado nominal,,2025-11-19,2029,-6.75,2029,resultado nominal,
Resultado nominal,,2025-11-19,2030,-6.715,2030,resultado nominal,
Resultado nominal,,2025-11-19,2031,-6.5,2031,resultado nominal,
Resultado nominal,,2025-11-19,2032,-6.51,2032,resultado nominal,
Resultado nominal,,2025-11-19,2033,-6.54,2033,resultado nominal,
Resultado nominal,,2025-11-19,2034,-6.57,2034,resultado nominal,
Resultado primário,,2025-11-19,2025,-0.5,2025,resultado primario,
Resultado primário,,2025-11-19,2026,-0.6,2026,resultado primario,
Resultado primário,,2025-11-19,2027,-0.4,2027,resultado primario,
